Molecule ChEMBL ID,Molecule Name,Standardized_Smiles,pChEMBL Value,Molecular_Weight,AlogP,AlogP,HBD,HBA,RO5_Violations
CHEMBL4750838,,COc1ccc2nc3cc(Cl)ccc3c(Nc3ccc(C(=O)NO)cc3)c2n1,5.03,135.49,4.31,-0.3,5.0,5.0,0.0
CHEMBL4467037,,O=C(c1c(F)ccc(F)c1F)n1nc(OCCN2CCCCC2)c2ccccc21,5.03,199.09,4.01,2.7,3.0,3.0,0.0
CHEMBL3115198,,Cc1ccccc1/C=C1\CN(C(=O)C2CCN(C)C23C(=O)Nc2ccccc23)CC2(C1=O)C(c1ccccc1C)CN(C)C21C(=O)Nc2ccccc21,5.03,374.25,5.46,6.5,9.0,9.0,2.0
CHEMBL4785206,,COc1cc(/C=C/C(=O)NCC(=O)Nc2cccc(C(F)(F)F)c2)ccc1O,5.03,233.09,3.19,0.9,5.0,6.0,0.0
CHEMBL2093019,,C#CCNC1CCc2ccc(OC(=O)N(C)CCCC)cc21,5.03,204.14000000000001,3.13,4.4,4.0,4.0,0.0
CHEMBL3262673,,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCC(c4ccccc4)CC3)cc1)NCC2,5.03,280.19,6.95,6.4,5.0,5.0,1.0
CHEMBL4284580,,O=C(O)/C=C/c1ccc2occ(C(=O)Nc3ccccc3)c(=O)c2c1,5.03,126.05,3.14,-0.3,5.0,5.0,0.0
CHEMBL2047229,,COc1ccc(CNc2ccnc(NC3CCN(Cc4ccccc4)CC3)n2)cc1,5.03,154.11,4.17,2.6,4.0,4.0,0.0
CHEMBL4285749,,CN(C)CCOC(=O)/C=C/c1ccc2occ(C(=O)Nc3ccc(Cl)cc3)c(=O)c2c1,5.03,223.55,3.82,2.2,6.0,6.0,1.0
CHEMBL4216601,,COc1ccc(Cn2cc(C(=O)NCCCCNc3c4c(nc5ccc(OC)cc35)CCCC4)c(=O)c3ccccc32)cc1,5.02,236.14000000000001,6.12,3.4,6.0,6.0,1.0
CHEMBL5647542,,COc1ccc(-c2cc(-c3ccccc3)nc3nHnc(N)c23)cc1OC,5.02,70.03,3.89,-0.3,3.0,3.0,0.0
CHEMBL1085280,,Cn+1c(-c2ccccc2)cn2cc(C(N)=O)ccc21,5.02,54.03,1.53,0.2,2.0,2.0,0.0
CHEMBL3290189,,O=C1/C(=C\c2ccc(N3CCCC3)cc2)CNC/C1=C\c1ccc(N2CCCC2)cc1,5.02,238.18,4.53,6.1,4.0,4.0,1.0
CHEMBL5170719,,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(=O)NCCCCCCN3CCc4ccccc4C3)cc1)n2CCC(C)C,5.02,342.24,7.86,8.0,6.0,6.0,2.0
CHEMBL3087675,,CC1=C(CC(=O)NCCCNCCCNC2=CC(=O)C(NCCCNCCCNC(=O)CC3=C(C)/C(=C\c4ccc(S+(C)O-)cc4)c4ccc(F)cc43)=CC2=O)c2cc(F)ccc2/C1=C/c1ccc(S+(C)O-)cc1,5.02,690.52,,8.0,12.0,12.0,4.0
CHEMBL32768,,CCCCCCCCOCn+1ccn(C)c1/C=N/O,5.02,178.11999999999998,2.46,4.2,2.0,3.0,0.0
CHEMBL3605418,,Cc1ccccc1-c1nnc(-c2ccc3c(c2)COC3(CCCN(C)C)c2ccc(F)cc2)nH1,5.02,145.09,5.7,3.2,2.0,2.0,0.0
CHEMBL3407586,,CCOC(=O)c1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2nH1,5.02,206.13,5.42,4.2,4.0,4.0,0.0
CHEMBL3759090,,CC(C)=CCC1CC2(CC=C(C)C)C(=O)OC(CC=C(C)C)(C(=O)C(C(=O)C(C)C)C1(C)C/C=C/C(C)(C)O)C2=O,5.02,516.3499999999999,7.06,8.0,5.0,6.0,2.0
CHEMBL3262668,,COc1cc2c(cc1OC)C(Cc1ccc(OCCCCCCN3CCC(O)CC3)cc1)NCC2,5.02,296.19,4.53,5.9,6.0,6.0,2.0
CHEMBL5568964,,COc1ccccc1Oc1ccc2nc3c(c(N)c2c1)CCCCC3,5.02,118.07000000000001,4.89,1.7,3.0,3.0,0.0
CHEMBL2419689,,N#Cc1c(NCCC2CCN(Cc3ccccc3)CC2)nc(NCCC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1,5.01,300.24,7.92,7.2,6.0,6.0,2.0
CHEMBL4540814,,O=C(c1ccccc1Cl)n1nc(OCCN2CCCC2)c2ccccc21,5.01,165.53,3.85,3.0,3.0,3.0,0.0
CHEMBL3623560,,CC(C)Cn1cc(C(=O)C(F)F)cn1,5.01,126.06,1.99,2.5,1.0,1.0,0.0
CHEMBL4282755,,CCN(CC)CCOC(=O)/C=C/c1ccc2oc(C(=O)Nc3ccc(C)cc3)cc(=O)c2c1,5.01,224.13,4.25,2.9,6.0,6.0,1.0
CHEMBL2332537,,C=CC(=O)N1C/C(=C\c2cccc(N+(=O)O-)c2)C(=O)/C(=C/c2cccc(N+(=O)O-)c2)C1,5.01,258.13,3.57,1.1,9.0,9.0,1.0
CHEMBL3581580,,C/C(=C\CC12CC3CC4C(C)(C)CCC4(C1=O)C(=O)C(C(=O)c1ccccc1)(C2=O)C3(C)C)CC/C=C/C(C)C,5.01,424.3,7.76,8.0,4.0,4.0,1.0
CHEMBL2413744,,Clc1ccc2nHc(-c3ccc(OCCN4CCOCC4)cc3)nc2c1,5.01,153.52,3.59,2.5,3.0,3.0,0.0
CHEMBL5172348,,CCN(C)C(=O)Oc1ccc(C2CC(=O)c3c(O)cc(OC(=O)N(C)CC)cc3O2)cc1,5.01,272.13,4.0,1.4,9.0,9.0,1.0
CHEMBL134240,,Nc1c2c(nc3ccc(Cl)cc13)OCCC2,5.01,101.49000000000001,2.8,1.5,2.0,2.0,0.0
CHEMBL3931599,,C#CCN(Cc1ccc2cccc(O)c2n1)CC1CCN(Cc2ccccc2)CC1,5.01,176.13,4.29,4.4,3.0,3.0,0.0
CHEMBL1834067,,OCCN1CCN(c2nccc(NCc3cccc4ccccc34)n2)CC1,5.01,142.1,2.36,2.1,4.0,4.0,0.0
CHEMBL4539963,,O=C(c1ccccc1Cl)n1nc(OCCCN2CCCCC2)c2ccccc21,5.01,189.55,4.63,4.0,3.0,3.0,0.0
CHEMBL2113719,,O=C(CCCCCCC(=O)NCCCCCCN1CCC2COc3ccccc3C21)NCCCCCCN1CCC2COc3ccccc3C21,5.01,480.34000000000003,7.59,8.0,8.0,8.0,2.0
CHEMBL363588,,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)OC/C(=C\c2cc(OC)c(OC)c(OC)c2)C3=O)c1,5.01,372.2,6.55,4.4,10.0,10.0,1.0
CHEMBL5283896,,O=C1CC2CCc3ccsc3C2=NN1CCCCCCN1CCN(Cc2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1,5.01,340.27,5.82,5.8,6.0,7.0,2.0
CHEMBL1288823,,COc1cc2c(cc1OC)C(=O)C1(C2)C(c2ccc(F)cc2)C(c2ccccc2)NC12C(=O)Nc1ccc(Cl)cc12,5.01,254.56,6.2,2.7,6.0,6.0,1.0
CHEMBL3116289,,CCCCCn1nc(OCc2ccc(OC)cc2)c2cc(N+(=O)O-)ccc21,5.01,162.07999999999998,4.72,1.2,5.0,5.0,0.0
CHEMBL5196988,,COc1ccc(OCCCN(C)C(=O)c2cnc(CC(=O)c3ccc(OC)cc3)nc2)cc1,5.01,202.1,3.46,1.7,6.0,6.0,1.0
CHEMBL1082978,,c1ccc(CCNc2ccnc(N3CCCC3)n2)cc1,5.01,100.08,2.73,2.4,2.0,2.0,0.0
CHEMBL155768,,CC1CCN(C(=O)c2ccccc2)CC1,5.0,114.08,2.56,2.7,2.0,2.0,0.0
CHEMBL4754607,,CN1CC(c2ccccc2Cl)C2(CSc3ccccc3C2=O)C12C(=O)c1ccccc1C2=O,5.0,237.61,5.16,3.5,3.0,4.0,0.0
CHEMBL3586198,,COc1ccc(C(=O)OC2CCC3(C)C(CCC4(C)CC5(O)C(CCC43)C3(C)CCC(O)C(C)(C)C3CC5O)C2(C)C(=O)O)cc1O,5.0,528.3199999999999,5.95,8.0,8.0,9.0,3.0
CHEMBL2047226,,Brc1ccc(CNc2ccnc(NC3CCN(Cc4ccccc4)CC3)n2)cc1,5.0,193.99,4.93,3.1,3.0,3.0,0.0
CHEMBL62031,,COc1ccc(C(=O)COc2cccc(N+(C)(C)C)c2)cc1OC,5.0,162.07999999999998,3.16,1.2,5.0,5.0,0.0
CHEMBL4872783,,COc1ccc2nc3c(c(N)c2c1)CCCC3,5.0,90.06,2.7,1.7,2.0,2.0,0.0
CHEMBL5204734,,CN(CCCOc1ccc(N+(=O)O-)cc1)C(=O)c1cnc(CC(=O)c2ccccc2)nc1,5.0,192.09,3.35,0.4,7.0,7.0,1.0
CHEMBL4205910,,COc1ccc(Cn2cc(C(=O)NCCCCCCNc3c4c(nc5ccc(OC)cc35)CCCC4)c(=O)c3ccccc32)cc1,5.0,260.15999999999997,6.9,4.4,6.0,6.0,1.0
CHEMBL3919289,,O=C1NCCCc2c1c1ccccc1n2CCc1ccc(F)cc1,5.0,121.07000000000001,3.7,2.2,2.0,2.0,0.0
CHEMBL76640,(+)-PHYSOSTIGMINE,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,5.0,182.12,1.77,2.6,5.0,5.0,0.0
CHEMBL4086323,,COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCCCCCCCCN(C)C,5.0,268.18,6.41,5.9,5.0,5.0,1.0
CHEMBL1801815,,O=C(c1ccccc1)N1c2ccccc2Sc2ccc(Cl)cc21,5.0,109.53,5.78,0.5,2.0,2.0,0.0
CHEMBL2047230,,COc1ccc(CNc2ccnc(NC3CCN(Cc4ccccc4)CC3)n2)cc1OC,5.0,182.12,4.18,2.6,5.0,5.0,0.0
CHEMBL5278858,,O=c1c(O)c(-c2ccccc2)oc2cc(Br)c(I)cc12,5.0,226.79000000000002,4.53,-0.5,2.0,2.0,0.0
CHEMBL1834074,,c1ccc(C(Nc2ccnc(N3CCN(C4CCCCC4)CC3)n2)c2ccccc2)cc1,5.0,174.14,5.13,4.6,3.0,3.0,0.0
CHEMBL4285972,,CN1CCN(C2CCN(C(=O)COc3ccc(-c4ccccc4)cc3)CC2)CC1,5.0,218.15,2.97,4.1,5.0,5.0,0.0
CHEMBL61515,,C=CCCN+(C)(C)c1ccccc1O,5.0,102.07000000000001,2.54,2.2,1.0,2.0,0.0
CHEMBL86233,,COc1cc2cc(CC3CCN+(C)(Cc4ccccc4)CC3)sc2cc1OC,5.0,166.10999999999999,5.52,3.7,3.0,3.0,0.0
CHEMBL471187,ECKOL,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(O)cc2O3)c1,5.0,144.0,3.61,-2.0,9.0,9.0,1.0
CHEMBL4166003,,Cc1cccc(C2NC(=S)Nc3nc4c(c(N)c32)CCCC4)c1,5.0,158.16,3.24,2.6,3.0,3.0,0.0
CHEMBL329733,,CCN(CCOCCNC(=O)NCc1ccccc1)CC1CCCCC1,5.0,254.18,3.4,5.6,5.0,5.0,1.0
CHEMBL4874576,,Cc1ccc2nc3c(c(N)c2c1)CCC3,5.0,62.05,2.61,1.7,1.0,1.0,0.0
CHEMBL1083054,,c1ccc(-c2ccc(NCCCCCN3Cc4ccccc4CN3)nn2)cc1,5.0,126.1,4.25,2.6,3.0,3.0,0.0
CHEMBL4644961,,Cc1ccccc1C1C(N+(=O)O-)C(Cc2cnHcn2)NC12c1ccccc1-c1nc3ccccc3nc12,5.0,132.08,4.53,1.4,4.0,4.0,0.0
CHEMBL5201804,,CCCCCCCNC(=O)Oc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCN2CCCCC2)cc1,5.0,342.24,6.65,8.0,6.0,6.0,2.0
CHEMBL62373,,CCCN1CCCC(c2cccc(OC(=O)NC(C)C)c2)C1,5.0,204.14000000000001,3.77,4.4,4.0,4.0,0.0
CHEMBL496259,,CNC(C)C1CCC2C3CC=C4C(=O)C(NC(=O)C=C(C)C)CCC4(C)C3CCC12C,5.0,384.28999999999996,4.8,8.0,4.0,4.0,1.0
CHEMBL1084785,,CN(C)C(=O)Oc1ccc(-c2cn3c(C(F)(F)F)cccc3n+2C)cc1,5.0,163.06,3.51,1.2,3.0,3.0,0.0
CHEMBL420827,,CN(CCOCCNC(=S)Nc1cccc2ccccc12)Cc1ccccc1,5.0,174.16,4.27,2.1,4.0,4.0,0.0
CHEMBL4785400,,COc1cccc(N2CCN(C(=O)/C=C/c3ccc(O)c(OC)c3)CC2)c1,5.0,200.11,2.77,1.9,6.0,6.0,1.0
CHEMBL382351,,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,5.0,182.12,1.77,2.6,5.0,5.0,0.0
CHEMBL5171268,,COc1ccc(C(=O)Cc2ncc(C(=O)NCc3ccc(OC)c(OC)c3)cn2)cc1,5.0,178.07999999999998,2.86,0.7,6.0,6.0,1.0
CHEMBL5270908,,COc1ccc(-c2cc3cc4c(=O)c(C=O)coc4cc3o2)cc1,5.0,72.02,4.03,-0.5,3.0,3.0,0.0
CHEMBL61965,,COc1ccc(C(=O)COc2ccc(N+(C)(C)Cc3ccccc3)cc2)cc1OC,5.0,162.07999999999998,4.73,1.2,5.0,5.0,0.0
CHEMBL60180,,COc1ccc(C(=O)COc2ccc(N+(C)(C)C)cc2)cc1OC,5.0,162.07999999999998,3.16,1.2,5.0,5.0,0.0
CHEMBL1243269,,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,5.0,182.12,1.77,2.6,5.0,5.0,0.0
CHEMBL3696475,MK-7145,Cc1c(C(O)CN2CCN(CC(O)c3ccc4c(c3C)COC4=O)CC2)ccc2c1COC2=O,5.0,292.15999999999997,2.03,3.4,7.0,8.0,1.0
CHEMBL3809337,,COc1cc2occ(-c3ccc(O)cc3O)c(=O)c2c(O)c1CC=C(C)C,5.0,152.06,4.09,0.5,5.0,5.0,0.0
CHEMBL5429608,,CN(CCC1CCCCCC1)Cc1cnHc2c(OC(=O)N(C)C(C)(C)C)cccc12,5.0,264.19,6.19,6.9,4.0,4.0,1.0
CHEMBL58511,,C=CCN+(C)(C)c1ccc(OCC(=O)c2ccc(OC)c(OC)c2)cc1,5.0,186.1,3.72,2.2,5.0,5.0,0.0
CHEMBL1642985,,CC(C)(C)c1ccn+(Cc2ccccc2Cn+2ccc(C(C)(C)C)cc2)cc1,5.0,120.1,4.95,5.0,0.0,0.0,0.0
CHEMBL2237997,,Nc1cc(-c2cccs2)nc2nc(-c3ccccc3)cc(C(F)(F)F)c12,4.99,83.02,5.63,0.2,1.0,1.0,0.0
CHEMBL4285759,,Cc1cccc2c1ccc1c3c(c(=O)oc(=O)c12)C(C)CO3,4.99,96.03999999999999,3.11,0.5,3.0,3.0,0.0
CHEMBL4782581,,COc1cc(/C=C/C(=O)NCC(=O)Nc2ccc(Br)cc2)ccc1O,4.99,231.97,2.93,0.9,5.0,6.0,0.0
CHEMBL2238001,,Nc1c2c(nc3nc(-c4ccccc4)cc(C(F)(F)F)c13)CCCCC2,4.99,143.07,5.17,2.7,1.0,1.0,0.0
CHEMBL224469,,CN(CCCCCCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1ccccc1,4.99,166.10999999999999,6.8,3.7,3.0,3.0,0.0
CHEMBL3087677,,COc1ccc2c(c1)c(CC(=O)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)Cc3c(C)n(C(=O)c4ccc(Cl)cc4)c4ccc(OC)cc34)=CC1=O)c(C)n2C(=O)c1ccc(Cl)cc1,4.99,619.24,,8.0,14.0,14.0,4.0
CHEMBL2047231,,COc1cc(CNc2ccnc(NC3CCN(Cc4ccccc4)CC3)n2)cc(OC)c1OC,4.99,210.13,4.19,2.6,6.0,6.0,1.0
CHEMBL4789142,,CON(C)C(=O)Oc1ccc(-c2cc(=O)c3c(O)cc(OC(=O)N(C)OC)cc3o2)cc1,4.99,228.08,3.15,-1.6,10.0,10.0,1.0
CHEMBL3338991,,CN(C)CCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,4.98,142.09,3.91,2.7,3.0,3.0,0.0
CHEMBL3115024,,COc1cc2sen(-c3ccc(CCN4CCCCC4)cc3)c(=O)c2cc1OC,4.98,170.1,,2.7,4.0,4.0,0.0
CHEMBL4756491,,COc1ccc2cc3n+(cc2c1OCc1ccccc1C)CCc1cc2c(cc1-3)OCO2,4.98,136.06,4.98,1.0,4.0,4.0,0.0
CHEMBL5198839,,Cc1cccc2sc(NC(=O)CCN3CCN(C4CCN(C)CC4)CC3)nc12,4.98,240.17999999999998,2.65,5.3,5.0,5.0,1.0
CHEMBL5273380,,O=c1c(/C=N/Nc2ccc(C(F)(F)F)cc2)coc2c1ccc1oc(-c3cccc(F)c3)cc12,4.98,144.04,6.81,-0.1,3.0,3.0,0.0
CHEMBL4779440,,Brc1ccc(N+2=Cc3ccccc3CC2)cc1,4.98,117.93,3.77,1.7,1.0,1.0,0.0
CHEMBL4445553,,O=C(c1cccc(Cl)c1Cl)n1nc(OCCN2CCCCC2)c2ccccc21,4.98,212.99,4.9,4.3,3.0,3.0,0.0
CHEMBL542749,,CCN(C)C(=O)Oc1cccc2c1C(N)CC2,4.98,144.09,2.08,1.9,4.0,4.0,0.0
CHEMBL455790,,Cc1ccc(C(=O)c2c(-c3ccc(OCCCCCCCN(C)Cc4ccccc4)cc3)oc3ccccc23)cc1,4.98,178.11999999999998,9.1,4.2,3.0,3.0,0.0
CHEMBL3586197,,CC1(C)C(=O)CCC2(C)C1CCC1(C)CC3=CC(=O)C4C(C)(C)C(O)CCC4(C)C3CCC12,4.97,408.3,6.53,8.0,3.0,3.0,1.0
CHEMBL5573115,,CN(CCc1cccnc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,4.97,134.07,3.93,1.2,4.0,4.0,0.0
CHEMBL286990,,Cn+1ccn(COCC(C)(C)N+(=O)O-)c1/C=N/O,4.97,176.09,0.15,0.9,5.0,6.0,0.0
CHEMBL4174290,,c1ccc2c(c1)CNC(CN(CCC1CCCNC1)C1CCCc3cccnc31)C2,4.97,222.18,3.87,6.6,3.0,3.0,1.0
CHEMBL4754186,,O=c1ccoc2ccc(OCCCN3CCCCCC3)cc12,4.97,154.1,3.44,3.2,3.0,3.0,0.0
CHEMBL4169394,,Cc1cc(=O)oc2cc(OCCSC(=S)N(C)C)ccc12,4.97,182.19,3.06,1.7,3.0,3.0,0.0
CHEMBL207931,,COc1ccc(C(O)c2nccc3cc(OC)c(OC)cc23)cc1OC,4.97,140.05,3.35,0.0,5.0,5.0,0.0
CHEMBL2093013,,C#CCNC1CCc2ccc(OC(=O)N(C)CCC)cc21,4.97,192.13,2.74,3.9,4.0,4.0,0.0
CHEMBL4747710,,CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N2CCCCC2)cc1OC,4.97,248.15,3.17,3.9,6.0,6.0,1.0
CHEMBL4128191,,C=C(C)C(O)CCC1(C)C(CC=C(C)C)CC2(CC=C(C)C)C(=O)C3=C(OC(C(C)(C)O)C3)C1(C(=O)C(C)C)C2=O,4.97,516.3499999999999,6.61,8.0,5.0,6.0,2.0
CHEMBL2413746,,CN(C)CCOc1ccc(-c2nc3ccccc3nH2)cc1,4.97,78.05,3.17,1.2,2.0,2.0,0.0
CHEMBL4793075,,CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N2CCc3ccccc3C2)cc1OC,4.97,224.13,3.74,2.9,6.0,6.0,1.0
CHEMBL4171284,,Nc1c2c(nc3c1C(c1ccccc1)NC(=S)N3)CCCC2,4.97,146.15,2.93,2.1,3.0,3.0,0.0
CHEMBL5186955,,CCN(C)C(=O)Oc1ccc(C2CC(=O)c3c(OC(=O)N(C)CC)cc(OC(=O)N(C)CC)cc3O2)cc1,4.97,350.18,4.74,2.6,11.0,11.0,2.0
CHEMBL4127747,,CC(C)=CCC1CC2(CC=C(C)C)C(=O)C(C(=O)C(C)C)(C(=O)C3=C2OC(C(C)(C)O)C3)C1(C)CCC(=O)C(C)C,4.96,516.3499999999999,6.89,8.0,6.0,6.0,3.0
CHEMBL4563523,,O=C(c1cccc(F)c1F)n1nc(OCCN2CCCC2)c2ccccc21,4.96,168.07999999999998,3.48,2.2,3.0,3.0,0.0
CHEMBL129684,,CC(=O)n1cc(/C=C2\CN(Cc3ccccc3)CCC2=O)c2ccccc21,4.96,154.1,4.16,3.2,3.0,3.0,0.0
CHEMBL3545708,,CC(c1ccc2c(c1)oc(=O)c1ccccc12)N(C)C,4.96,78.05,3.57,1.2,2.0,2.0,0.0
CHEMBL2297278,,COc1cc(O)c(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1C/C=C(\C)CCC=C(C)C,4.96,212.10999999999999,5.82,3.0,5.0,5.0,0.0
CHEMBL3115027,,O=c1c2ccccc2sen1-c1ccc(CN2CCCCC2)cc1,4.96,102.07000000000001,,2.2,2.0,2.0,0.0
CHEMBL3115029,,O=c1c2ccccc2sen1-c1ccc(OCCN2CCCCC2)cc1,4.96,130.07999999999998,,2.2,3.0,3.0,0.0
CHEMBL5203777,,Cc1cccc2sc(NC(=O)CCN3CCN(C4CCCCC4)CC3)nc12,4.96,226.17,3.88,5.6,4.0,4.0,1.0
CHEMBL5274086,,COc1ccc2c3ccnc(C)c3n(CC3CC(c4ccccc4)=NO3)c2c1,4.96,118.07000000000001,4.7,1.7,3.0,3.0,0.0
CHEMBL4779302,,COc1cc(/C=C/C(=O)N2CCN(c3ccc(F)cc3)CC2)ccc1O,4.96,191.1,2.9,1.9,4.0,5.0,0.0
CHEMBL340409,,O=C1CCN(Cc2ccccc2)C/C1=C\c1cccnH1,4.96,114.08,2.87,2.7,2.0,2.0,0.0
CHEMBL154433,,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCOCC2)o1,4.96,268.2,0.37,4.7,7.0,7.0,1.0
CHEMBL3335017,,CC(c1ccc2c(c1)oc(=O)c1ccccc12)N(C)C,4.96,78.05,3.57,1.2,2.0,2.0,0.0
CHEMBL5414144,,CCN1/C(=C/C(C)=O)Sc2ccc(OC(=O)NC3CCCCC3)cc21,4.96,264.21,4.47,4.4,5.0,5.0,0.0
CHEMBL1084257,,CN(CCCCNc1ccc(-c2ccccc2)nn1)Cc1ccccc1,4.96,100.08,4.47,2.4,2.0,2.0,0.0
CHEMBL389400,ATHEROSPERMIDINE,COc1ccc2c(c1)C(=O)c1nccc3cc4c(c-2c13)OCO4,4.96,100.03,3.18,-0.5,4.0,4.0,0.0
CHEMBL4163761,,CC1(c2nccc3cc4c(cc23)OCO4)OC(O)c2c1ccc1c2OCO1,4.95,156.05,2.98,-0.5,6.0,6.0,1.0
CHEMBL4800067,,CN1CC(c2ccccc2)C2(CSc3ccccc3C2=O)C12C(=O)c1ccccc1C2=O,4.95,202.16,4.51,2.7,3.0,4.0,0.0
CHEMBL4129940,,CC(C)=CCCC1(C)C(CC=C(C)C)CC2(CC=C(C)C)C(=O)C1(C(=O)C(C)C)C(=O)C1=C2OC(C(C)(C)O)C1O,4.95,516.3499999999999,6.61,8.0,5.0,6.0,2.0
CHEMBL541885,,C#CCNC1CCc2ccc(OC(=O)N(C)CCCC)cc21,4.95,204.14000000000001,3.13,4.4,4.0,4.0,0.0
CHEMBL269538,HARMINE,COc1ccc2c(c1)nHc1c(C)nccc12,4.95,40.019999999999996,3.03,0.5,1.0,1.0,0.0
CHEMBL1289392,,COc1cc2c(cc1OC)C(=O)C1(C2)C(c2ccccc2)CN(C)C12C(=O)Nc1ccc(Cl)cc12,4.95,247.57,4.66,3.2,6.0,6.0,1.0
CHEMBL4066805,,COc1ccccc1N1C(=O)C2CN(C)C3(C(=O)c4ccccc4C3=O)C2C1=O,4.95,228.12,1.56,1.9,6.0,7.0,1.0
CHEMBL4788008,,COc1cc(/C=C/C(=O)N2CCN(c3ccc(Cl)cc3)CC2)ccc1O,4.95,207.55,3.42,2.7,4.0,5.0,0.0
CHEMBL99655,,CN1CCC2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(Cc3ccccc3)C12,4.95,170.11,5.24,2.1,5.0,5.0,0.0
CHEMBL3818918,,COc1cccc2c1C(=O)/C(=C/C1CCN(Cc3ccc4c(c3)OCO4)CC1)C2,4.95,222.13,4.0,3.7,5.0,5.0,0.0
CHEMBL2380669,,Cc1ccccc1/C=C1\CN(C(=O)C2CC3CCCN3C23C(=O)Nc2cc(Cl)ccc23)C/C(=C\c2ccccc2C)C1=O,4.95,341.66,6.17,7.4,5.0,6.0,1.0
CHEMBL4074258,,COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCCCCCCCCN1CCCCC1,4.95,304.21,7.33,7.4,5.0,5.0,1.0
CHEMBL1915765,,CCCCOC(=O)CCC(C)C1CCC2(C)C3=C(C(=O)CC12C)C1(C)CCC(O)C(C)(C)C1CC3O,4.94,452.31,6.01,8.0,4.0,5.0,1.0
CHEMBL4473145,,Cc1cc(C)c(C(=O)n2nc(OCCN3CCCCC3)c3ccccc32)c(C)c1,4.94,178.11999999999998,4.51,4.2,3.0,3.0,0.0
CHEMBL242190,,CCN(Cc1ccccc1OC)C(=O)CCCCCNC1=CC(=O)C(NCCCCCC(=O)N(CC)Cc2ccccc2OC)=CC1=O,4.94,464.3,5.32,8.0,9.0,10.0,2.0
CHEMBL50608,,Nc1cc(-c2ccccc2)nc2ccccc12,4.94,14.01,3.48,-0.3,1.0,1.0,0.0
CHEMBL3335061,,COc1cccc(CN2CCN(CCOc3ccc4c(c3)oc(=O)c3ccccc34)CC2)c1,4.94,172.1,4.15,1.9,5.0,5.0,0.0
CHEMBL5408499,,CN(CCC1CCCCCC1)Cc1cnHc2c(O)cccc12,4.94,162.11999999999998,4.67,4.7,2.0,2.0,0.0
CHEMBL2332542,,COc1ccccc1/C=C1\CN(C(=O)CC2CC3CCCN3C23C(=O)Nc2ccccc23)CC2(CC3CCCN3C23C(=O)Nc2ccccc23)C1=O,4.94,438.29,4.91,8.0,9.0,10.0,2.0
CHEMBL4441005,,COc1cc(C(=O)n2nc(OCCN3CCCC3)c3ccccc32)cc(OC)c1OC,4.94,214.10999999999999,3.23,2.2,6.0,6.0,1.0
CHEMBL1788306,,C#CCNC1CCc2ccc(OC(=O)N(C)CCCC)cc21,4.94,204.14000000000001,3.13,4.4,4.0,4.0,0.0
CHEMBL195437,4-OCTYLPHENOL,CCCCCCCCc1ccc(O)cc1,4.94,112.08,4.3,3.5,1.0,1.0,0.0
CHEMBL32585,,CC(OCn+1ccn(C)c1/C=N/O)C(C)(C)C,4.94,154.1,1.53,3.2,3.0,3.0,0.0
CHEMBL4863376,,Fc1ccc2nHc3ccncc3c2c1,4.94,19.0,2.86,0.0,0.0,0.0,0.0
CHEMBL375077,,COc1ccc2c(c1)c1ccnc(C)c1n2C,4.93,52.03,3.04,1.0,1.0,1.0,0.0
CHEMBL574267,,COc1cc2nc3c(c(N)c2cc1OC)C1CC(C)=CC(C3)C1,4.93,166.10999999999999,3.83,3.7,3.0,3.0,0.0
CHEMBL2332536,,C=CC(=O)N1C/C(=C\c2ccccc2F)C(=O)/C(=C/c2ccccc2F)C1,4.93,204.10999999999999,4.03,3.7,3.0,3.0,0.0
CHEMBL4632770,,O=N+(O-)C1C(Cc2cnHcn2)NC2(c3ccccc3-c3nc4ccccc4nc32)C1c1ccccc1,4.93,120.07,4.22,0.9,4.0,4.0,0.0
CHEMBL597406,,CN(Cc1ccccc1)Cc1ccc(/C=C2\Cc3ccccc3C2=O)cc1,4.93,114.08,5.14,2.7,2.0,2.0,0.0
